Real, Imaginary 
15815144672175449472,2657147664504938755
10551945869107245185,7971442993514816265
13209093533612183940,5467584906834897179
2733792453417448589,16402754720504691537
8201377360252345768,12314776014094971379
6157388007047485689,50839894865810905
25419947432905452,152519684597432715
76259842298716357,457559053792298145
228779526896149072,1372677161376894435
686338580688447217,4118031484130683305
2059015742065341652,12354094452392049915
6177047226196024957,168795209757046513
84397604878523256,506385629271139539
253192814635569769,1519156887813418617
759578443906709308,4557470663440255851
2278735331720127925,13672411990320767553
6836205995160383776,4123747823543199427
2061873911771599713,12371243470629598281
6185621735314799140,220242264469691611
110121132234845805,660726793409074833
330363396704537416,1982180380227224499
991090190113612249,5946541140681673497
2973270570340836748,17839623422045020491
8919811711022510245,16625382118715958241
8312691059357979120,12982658208728771491
6491329104364385745,2054486478767211241
1027243239383605620,6163459436301633723
3081729718150816861,43634235195349553
9245189154452450584,130902705586048659
9288823389647800137,392708116758145977
9419726095233848796,1178124350274437931
9812434211991994773,3534373050823313793
10990558562266432704,10603119152469941379
14524931613089746497,13362613383700272521
6681306691850136260,3194352003681714331
1597176001840857165,9583056011045142993
4791528005522571496,10302423959425877363
14374584016567714489,12460527804568080473
6230263902284040236,488095266285138187
244047633142569093,1464285798855414561
732142899427707280,4392857396566243683
2196428698283121841,13178572189698731049
6589286094849365524,2642228421677089915
1321114210838544957,7926685265031269745
3963342632515634872,5333311721384257619
11890027897546904617,15999935164152772857
17223339618931162236,11106317345039215339
14776530709374383477,14872207961408094401
7436103980704047200,7723135736805179971
3861567868402589985,4722663136705988297
11584703605207769956,14167989410117964891
16307366741913758253,5610480082934791441
12028612078322171528,16831440248804374323
17639092161256962969,13600832598994019737
16023788336351785676,3909009649562955979
11177876861636253797,11727028948688867937
15086886511199209776,16734342772357052195
8367171386178526097,13309540169652053353
6654770084826026676,3035132361537056827
1517566180768528413,9105397084611170481
4552698542305585240,8869447180123959827
13658095626916755721,8161597466662327865
4080798733331163932,6038048326277431979
12242396199993491797,18114144978832295937
18280444526270923776,17448946789077784579
17947845431393668097,15453352219814250505
16950048146761901060,9466568512023648283
13956656292866599949,9952961462361393233
4976480731180696616,11412140313374628083
14929442193542089849,15789676866414332633
7894838433207166316,10475542451823894667
5237771225911947333,12979883281762132385
15713313677735842000,2046161697867293923
10246452885788422769,6138485093601881769
12292614583655716692,18415455280805645307
18431099677257598461,18352877694997832689
18399810884353692152,18165144937574394835
18305944505641973225,17601946665304081273
18024345369506816444,15912351848493140587
17179547961101346101,10843567398060318529
14645155735884935072,14083958120471403971
7041979060235701985,5358386213995108681
2679193106997554340,16075158641985326043
8037579320992663021,11331987778536874897
5665993889268437448,15549219261901073075
16997981667805312345,9754169638284115993
14100456855996833804,10815764841142796363
5407882420571398181,14000550449718837473
16223647261714194544,5108163201737409187
11777453637723480401,15324489605212227561
16885616839460889588,9079980668217579451
13763362370963565533,8793197930943186737
4396598965471593368,7932849719120008595
13189796896414780105,5351805083650474169
2675902541825237084,16055415250951422507
8027707625475711253,11272757605435164289
5636378802717582144,15371528742595941251
16909136408152746433,9221098080368720521
13833921077039136068,9216550167396609947
4608275083698304973,9202906428480278225
13824825251094914920,9161975211731283059
4580987605865641529,9039181561484297561
13742962817596924588,8670800610743341067
4335400305371670533,7565657758520471585
13006200916115011600,4250229201851863139
2125114600925931569,12750687605555589417
6375343802777794708,1358574669247665019
679287334623832509,4075724007742995057
2037862003871497528,12227172023228985171
6113586011614492585,18234771995977403897
18340758034843477756,17810827840513108459
18128785957111330037,16538995374120222145
17492869723914886880,12723497974941563203
15585121024325557409,1277005777405586377
9861874925557568996,3831017332216759131
11138880702963155373,11493051996650277393
14969898035179914504,16032411916241280563
8016205958120640281,11203747601304738457
5601873800652369228,15164498730204663755
16805621401957107685,8600008043194888033
13523376058452219824,7353280055875112483
3676640027937556241,3613096093915785833
11029920083812668724,10839288281747357499
14643016177728454557,14071120771532520881
7035560385766260440,5319874167178459411
2659937083589229705,15959622501535378233
7979811250767689116,10985379357187031467
5492689678593515733,14509393997851542785
16478069035780547200,6634693846135525123
12540718959922538369,1457337464697023753
728668732348511876,4372012394091071259
2186006197045535629,13116037182273213777
6558018591136606888,2454623399400538099
1227311699700269049,7363870198201614297
3681935099100807148,3644866520895291275
11045805297302421445,10934599562685873825
14690671818197712720,14357054614348069859
7178527307174034929,6177675695625106345
3088837847812553172,86283013165767419
9266513543437659517,258849039497302257
9352796556603426936,776547118491906771
9611645596100729193,2329641355475720313
10388192714592635964,6988924066427160939
12717834070068356277,2520028125571931201
1260014062785965600,7560084376715793603
3780042188357896801,4233509056437829193
11340126565073690404,12700527169313487579
15573635621511519597,1208093360521359505
9827418717115455560,3624280081564078515
11035512077636815065,10872840244692235545
14659792159200893580,14171776660367155019
7085888330183577509,5621841833682361825
2810920916841180912,16865525501047085475
8432762750523542737,13703088355722153193
6851544177861076596,4215776919747356347
2107888459873678173,12647330759242069041
6323665379621034520,1048504130307103891
524252065153551945,3145512390921311673
1572756195460655836,9436537172763935019
4718268586381967509,9862867444582253441
14154805759145902528,11141858260037208707
5570929130018604353,14978830706402074505
16712787390055813060,8043003971787120283
13244874022748335949,5682267841651809233
2841133920825904616,17046803524955427699
8523401762477713849,14246922427447179865
7123461213723589932,5847279134922436363
2923639567461218181,17541837404767309089
8770918702383654544,15732024066882824035
7866012033441412017,10302584053229368873
5151292026614684436,12461008085978555003
15453876079844053309,489536110516561777
9468140092113056696,1468608331549685331
9957676202629618473,4405824994649055993
11426284534179303804,13217474983947167979
15832109528828359797,2758936804422400705
10602840439065976160,8276810413267202115
13361777243488376865,6383687166092054729
3191843583046027364,704317424566612571
9575530749138082093,2112952273699837713
10279848173704694664,6338856821099513139
12392800447404532377,569826389588987801
284913194794493900,1709479168766963403
854739584383481701,5128437506300890209
2564218753150445104,15385312518902670627
7692656259451335313,9262449409288908649
4631224704644454324,9340604154157174331
13893674113933362973,9575068388761971377
4787534194380985688,10278461092576362515
14362602583142957065,12388639204019535929
6194319602009767964,272429464639504555
136214732319752277,817288393918513665
408644196959256832,2451865181755540995
1225932590877770497,7355595545266622985
3677797772633311492,3620042562090317339
11033393317899934477,10860127686270952017
14653435879990251816,14133638985103304435
7066819492551652217,5507428807890810073
2753714403945405036,16522286423672430219
8261143211836215109,12673371123598187425
6336685561799093712,1126625223375459043
563312611687729521,3379875670126377129
1689937835063188564,10139627010379131387
5069813505189565693,11972136957427842545
15209440515568697080,17469666798573976019
8734833399286988009,15515512248302824825
7757756124151412412,9653048597489371243
4826524298744685621,10512401718758562113
14479572896234056864,13090461082566134723
6545230541283067361,2377895100279300937
1188947550139650468,7133685300837902811
3566842650418951405,2954311828804156817
10700527951256854216,8862935486412470451
13654839780061011033,8142062385527859737
4071031192763929868,5979443082874027595
12213093578291789605,17938329248622082785
18192536661165817200,16921499598447145123
17684121836078348369,13871010647922332137
16158877360815941876,4719543796347893179
11583143935028722397,14158631389043679537
16302687731376615576,5582406019711935379
12014575046710743497,16747218059135806137
17596981066422678876,13348166029988315179
15897455051848933397,3151009942545842305
10798877008127696960,9453029827637526915
13949886950673539265,9912345409203029129
4956172704601514564,11290292153899535771
14868518113804543693,15424132387989055697
7712066193994527848,9378909016548063859
4689454508274031929,9689982975934639961
14068363524822095788,10623204854094368267
5311602427047184133,13422870488573553185
15934807281141552400,3375123318301556323
10910933696005553969,10125369954904668969
14286057014307110292,11929365791004455291
5964682895502227645,17341353299303814257
17894048686506682936,15130571750492339539
16788657912100945577,8498227104057915385
13472485588883733500,7047937238464194539
3523968619232097269,2697067641683032001
10571905857696291808,8091202925049096003
13268973499379323809,5826864701437736393
2913432350718868196,17480594104313209179
8740297052156604589,15548294165520524305
7774147082760262152,9751394349142469683
4875697174571234841,10807438973717857433
14627091523713704524,13975572847444020683
6987786423722010341,5033230394912958817
2516615197456479408,15099691184738876451
7549845592369438225,8405585406797526121
4202792703398763060,6770012146683026747
12608378110196289181,1863292366339528625
931646183169764312,5589877099018585875
2794938549509292937,16769631297055757625
8384815648527878812,13415405743748169643
6707702871874084821,3352729083825405697
1676364541912702848,10058187251476217091
5029093625738108545,11727817680719099657
15087280877214325636,16736708968447747355
8368354484223873677,13316638757924138833
6658319378962069416,3056428126353313267
1528214063176656633,9169284379059939801
4584642189529969900,9061109063470267787
13753926568589909701,8736583116701251745
4368291558350625872,7763005276394203619
13104874675051877617,4842271755473059241
2421135877736529620,14526815266419177723
7263407633209588861,6686957651838429937
3343478825919214968,1614128881805738195
10030436477757644905,4842386645417214585
11644565359563383100,14527159936251643755
16486952004980597685,6687991661335828033
12567367867522689824,1617230910297932483
808615455148966241,4851692730893797449
2425846365446898724,14555078192681392347
7277539096340696173,6771746430625073809
3385873215312536904,1868495218165669811
10157619645937610713,5605485654497009433
12026114864103280524,16816456963491028299
17631600518600289957,13555882743053981665
16001313408381766640,3774160081742841763
11110452077726196689,11322480245228525289
14884612159469038452,15520696661976024251
7760348330988012125,9668601838508969521
4834300919254484760,10559061441817356947
14502902757763454281,13230440251742519225
6615220125871259612,2797832607808454443
1398916303904227221,8393497823425363329
4196748911712681664,6733749396566538371
12590246735138044993,1754504115990063497
877252057995031748,5263512347970190491
2631756173985095245,15790537043910571473
7895268521955285736,10478122984312611187
5239061492156305593,12987624879228281945
15717184476468916780,2069386490265742603
10258065281987647109,6208159470797227809
12327451772253389712,177734338682131811
88867169341065905,533203016046395433
266601508023197716,1599609048139186299
799804524069593149,4798827144417558897
2399413572208779448,14396481433252676691
7198240716626338345,6295956152338926841
3147978076169463420,441124383307228907
9443934228508390261,1323373149921686721
9885058611815619168,3970119449765060163
11208431761737305889,11910358349295180489
15178551211502366052,17284330974175989851
8642165487087994925,14959504775108866321
7479752387554433160,7985026177907495731
3992513088953747865,5508334460012935577
11977539266861243596,16525003380038806731
17485873726874179173,12681521992697316961
15564133033203434288,1151077830672847651
9798910952191199633,3453233492018542953
10949988782864047284,10359700476055628859
14403222274882590237,12632357354457334961
6316178677228667480,1003583915952901651
501791957976450825,3010751747858704953
1505375873929352476,9032255243576114859
4516127621788057429,8650021657018792961
13548382865364172288,7503320897346827267
3751660448673413633,4063218618330930185
11254981346020240900,12189655854992790555
15318199964351171085,18122223491268820049
9061111745634410024,17473182326387356915
8736591163193678457,15526058831742967513
7763029415871483756,9684688347809799307
4842344173904899653,10607320969719846305
14527032521714698960,13375218835449987299
6687609417724993649,3232168358930858665
1616084179465429332,9696505076792575995
4848252538396287997,10642771156668176369
14544757615188863992,13481569396294977491
6740784698147488745,3551220041465829241
1775610020732914620,10653660124397487723
5326830062198743861,13514236299482911553
15980490186596231584,3649220751029631427
11047982412369591521,10947662253088894281
14697203163399222948,14396242685557131227
7198121342778565613,6295239909252290449
3147619954626145224,438975654047319731
9442859863878435673,1316926962141959193
9881835517925755404,3950780886425877579
11198762480067714597,11852342659277632737
15149543366493592176,17110283904123346595
8555141952061673297,14437363564950936553
7218681782475468276,6418602547433706427
3209301273716853213,809063568591567665
9627903821150559640,2427190705774702995
10436967389742127305,7281572117324108985
12864158095516830300,3397972278262775339
1698986139131387669,10193916834788326017
5096958417394163008,12135006430655426435
15290875252182489025,17958275218256727689
8979137609128363844,16981337507351079835
8490668753675539917,14050524374634136273
7025262187317068136,5258084976483305587
2629042488241652793,15774254929449916761
7887127464724958380,10429276640930647051
5214638320465323525,12841085849082389537
15643914961395970576,1629769399828065379
10038256736768808497,4889308199484196137
11668026136596873876,14667924598452588411
16557334336081070013,7110285647938662001
12778514860824106808,2884112870106434387
1442056435053217193,8652338610319303161
4326169305159651580,7510271757248357867
12978507915478954741,4084071198035521985
2042035599017760992,12252213594106565955
6126106797053282977,18309896708610146249
18378320391159848932,18036201978411335515
18241473026060443565,17215117787814903313
17830930930762227464,14751865216025606707
16599304644867579161,7362107500657716889
12904425787183634252,3639578428263599051
1819789214131799525,10918735284790797153
5459367642395398576,14309461780662839843
16378102927186195729,6034897194569416297
12240820634139483956,18104691583708248891
18275717828708900253,17420586603705643441
17933665338707597528,15368271663697827091
16907507868703689353,9211326843674378041
13829035458691964828,9187236457313582507
4593618228656791253,9114965298231195905
13780854685970373760,8898151820984036099
4449075910492018049,8247711389242556681
13347227731476054148,6296390094018118427
3148195047009059213,442426208344803665
9444585141027177640,1327278625034410995
9887011349371981305,3981835875103232985
11214289974406392300,11945507625309698955
15196125849509625285,17389778802219545249
8694889401109772624,15275848259239532515
7637924129619766257,8934056630299494313
4467028315149747156,8355425817188931323
13401084945449241469,6619533377857242353
3309766688928621176,1411856059862175443
9929300066785863529,4235568179586526329
11341156126648038972,12706704538759578987
15576724306234565301,1226625468859633729
9836684771284592672,3679876406578901187
11063310240144226401,11039629219736703561
14743186646723127588,14672143585500559067
7336071792750279533,7122942609082573969
3561471304541286984,2922083753538170291
10684413913623860953,8766251260614510873
13606497667162031244,7852009708133981003
3926004854066990501,5109285050692391393
11778014562200971504,15327855152077174179
16887299612893362897,9090077308812419305
13768410691260985460,8823487852727706299
4411743926363853149,8023719484473567281
13235231779091559448,5624414379711150227
2812207189855575113,16873243139133450681
8436621569566725340,13726241269981248811
6863120634990624405,4285235662524643201
2142617831262321600,12855706987573929603
6427853493786964801,1673632815302685577
836816407651342788,5020898445908056731
2510449222954028365,15062695337724170193
7531347668862085096,8294597865753407347
4147298932876703673,6437049523550670425
12441896798630111020,864404496942459659
432202248471229829,2593213490827378977
1296606745413689488,7779640472482136931
3889820236241068465,4892177343736859177
11669460708723205396,14676532031210577531
16561638052460064573,7136107946212629361
12791426009961090488,2961579764928336467
1480789882464168233,8884739294785009401
4442369647392504700,8207473810645476587
13327108942177514101,6175677358226878145
3087838679113439072,80288000971082819
9263516037340317217,240864002913248457
9343804038311400036,722592008739745371
9584668041224648493,2167776026219236113
10307260049964393864,6503328078657708339
12475036076183629977,1063240162263573401
531620081131786700,3189720486790720203
1594860243395360101,9569161460372160609
4784580730186080304,10260740307406930211
14353742190558240913,12335476848511239017
6167738424255619508,112942398114613819
56471199057306909,338827194343841457
169413597171920728,1016481583031524371
508240791515762185,3049444749094573113
1524722374547286556,9148334247283719339
4574167123641859669,8998258668141606401
13722501370925579008,8548031930715267587
4274015965357633793,7197351718436251145
12822047896072901380,3145311081599201819
1572655540799600909,9435933244797605457
4717966622398802728,9861055660683264755
14153899867196408185,11136422908340242649
5568211454170121324,14962524651311176331
16704634362510363973,7994085806514425761
13220414940111988688,5535513345833725667
2767756672916862833,16606540037501177001
8303270018750588500,12926131965084427771
6463065982542213885,1884907747834180081
942453873917090040,5654723243502540243
2827361621751270121,16964169730507620729
8482084865253810364,13999021044103758955
6999510522051879477,5103574984892173633
2551787492446086816,15310724954676520899
7655362477338260449,9038686716610459465
4519343358305229732,8669316076121826779
13558030074915689197,7561204154655928721
3780602077327964360,4236868390258234547
11341806231983893081,12710605170774703641
15578674622242127628,1238327364905007691
9842535719307279653,3714982094715023073
11080863084212287344,11144946284145069219
14795845178927310417,14988094778725656041
7494047389362828020,8070796188757864891
4035398094378932445,5765644492564043057
12106194283136797336,17296933477692129171
17871838775700840393,14997312285657284281
16722028179683417948,8098448709552749611
13272596391631150613,5848602054948697217
2924301027474348608,17545806164846091651
8772903082423045825,15743930347119171721
7871965173559585860,10338302893938411931
5169151446969205965,12568164608105684177
15507454340907617896,811005676897949299
9628874875303750457,2433017030693847897
10439880552201699756,7299051092081543691
12872897582895547653,3450409202535079457
1725204601267539728,10351227607605238371
5175613803802619185,12606938749106163497
15526841411407857556,927328099899387259
9687036086804469437,2781984299698161777
10614364186703856696,8345952899094485331
13396348486402018473,6591114623573904377
3295557311786952188,1326599797012161515
9886671935360856565,3979799391036484545
11213271732373018080,11939398173109453635
15193071123409502625,17371450445618809289
8685725222809404644,15220863189437324635
7610431594718662317,8769101420892870673
4384550710446435336,7860560188969060403
13153652131339306009,5134936493197629593
2567468246598814796,15404809479592888779
7702404739796444389,9320940291359563105
4660470145679781552,9516076800369137699
13981410437039344657,10101486327397861481
5050743163698930740,11857714908484032827
15152229491096792221,17126400651742546865
8563200325871273432,14485713807808537363
7242856903904268681,6563653276006508857
3281826638003254428,1244215754309974955
9845479914009763285,3732647262929924865
11089695668319738240,11197941788789774595
14822342931249663105,15147081292659772169
7573540646329886084,8547755730560213275
4273877865280106637,7196523117971088209
12821633595840319912,3142825280203713011
1571412640101856505,9428475840611139033
4714237920305569516,9838683448123865483
14142713760916708549,11069306270662044833
5534653135331022416,14761174738276582883
16603959405993067249,7390036067410645417
12918390070560098516,3723364128522384635
1861682064261192317,11170092385567153905
5585046192783576952,15063533082991910099
16755138578350730857,8297111101556627065
13371927587633089340,6444589230960329579
3222294615480164789,887023619171437121
9666883846440494368,2661070857514311363
10553907465611931489,7983212572542934089
13214978323126242852,5502893643919250651
2751446821959625325,16508680931757751953
8254340465878875976,12632554647854152627
6316277323927076313,1004175796143354649
502087898071677324,3012527388430063947
1506263694215031973,9037582165290191841
4518791082645095920,8666002422161023907
13556373247935287761,7551263192773520105
3775631596386760052,4207045504611008699
11326894789160280157,12621136513833026097
15533940293771288856,969921394079975059
9708332733894763337,2909764182239925177
10678254127974738396,8729292546719775531
13588018310214663573,7741133566449774977
3870566783224887488,4776656625639773315
11611700349674662465,14329969876919319945
16388356975314435780,6096421483338856603
12271582778524204109,18289264450016569809
18368004261863060712,17974305202630606195
18210524638170078905,17029427460472715353
17738085767091133484,14194794233999042827
16320769153854297221,5690894554578025249
12068819314143788432,17072683663734075747
17759713868721813681,14324562843783124009
16385653458746337812,6080200383930268795
12263472228819910205,18240601151790806385
18343672612750179000,17828315307953315923
18137529690831433769,16591457776440844537
17519100925075198076,12880885181903430379
15663814627806490997,1749167398291187905
10097955736000369760,5247502194873563715
11847123134291557665,15742506584620691145
17094625329165121380,10334031606442970203
14390387840076260909,12555350745619358993
6277675372809679496,772564089438973747
386282044719486873,2317692268316921241
1158846134158460620,6953076804950763723
3476538402475381861,2412486341142739553
10429615207426145584,7237459023428218659
12842101548568885137,3265632996575104361
1632816498287552180,9796898989725313083
4898449494862656541,10943952895466387633
14695348484587969624,14385114612689611283
7192557306344805641,6261855690649730617
3130927845324865308,338822998239640235
9392783535974595925,1016468994718920705
9731606534214236160,3049406984156762115
10748075528933156865,9148220952470286345
13797482513089918980,8997918783701307419
4498959391850653709,8547012277394370641
13496878175551961128,7194292758473560307
3597146379236780153,3136134201711129305
10791439137710340460,9408402605133387915
13927573339421469765,9778463741690612129
4889231870845306064,10888647151362284771
14667695612535918193,14219197380377302697
7109598690188651348,5764103993712804859
2882051996856402429,17292311981138414577
8646155990569207288,14983447795996140499
7491723897998070249,8056855240569318265
4028427620284659132,5723821647998403179
12085282860853977397,17171464943995209537
17809104508852380576,14620906684566525379
16533825379138038497,6969231906280472905
12707987989995012260,2460951645131867099
1230475822565933549,7382854935395601297
3691427467697800648,3701820732477252275
11074282403093401945,11105462197431756825
14776103135570654220,14869642518585718859
7434821259292859429,7715439408338053345
3857719704169026672,4699574151304608419
11573159112507080017,14098722453913825257
16272733263811688436,5402679214322372539
11924711644015962077,16208037642967117617
17327390858338334616,11730624781482249619
15088684427595900617,16745130270737197241
8372565135368598620,13341902664792488491
6670951332396244245,3132219846958362241
1566109923479181120,9396659540875086723
4698329770437543361,9743234548915708553
14094989311312630084,10782959573037574043
5391479786518787021,13902134645403170513
16174439359556361064,4812915788790408307
11629829931249979961,14438747366371224921
16442745720040388268,6422753951694571531
12434749012702061573,821517781374162977
410758890687081488,2464553344122488931
1232276672061244465,7393660032367466793
3696830016183733396,3734236023392848763
11090490048551200189,11202708070178546289
14824726071944048952,15161380136826087251
7580690068413043625,8590652263059158521
4295326131529579260,7325212715467923947
12885978394588737781,3528894072694220225
1764447036347110112,10586682218082660675
5293341109041330337,13313302580538430409
15880023327123991012,3046419594196187995
10746581833952869805,9139258782588563985
13793001428149057800,8971032274056140339
4485516137028070169,8466352748458869401
13456548411084210508,6952314171667056587
3476157085833528293,2410198441291618145
10428471257500584880,7230595323874854435
12838669698792203025,3245041897915011689
1622520948957505844,9735125693745035067
4867562846872517533,10758633007525553585
14602688540617552600,13829154948867109139
6914577474433554569,4593976699182224185
2296988349591112092,13781930097546672555
6890965048773336277,4452302145220914433
2226151072610457216,13356906435662743299
6678453217831371649,3177231159569126665
1588615579784563332,9531693478707379995
4765846739353689997,10148336362412588369
14297540218061069992,11998265013528213491
5999132506764106745,17548050966875088857
17997397520292320236,15750664753206163339
17098704413457857477,10358506112199386785
14402625092954469200,12628774262888608739
6314387131444304369,992834641246722985
496417320623361492,2978503923740168955
1489251961870084477,8935511771220506865
4467755885610253432,8359791239951968979
13403267656830760297,6632629646146355321
3316314823073177660,1451144864729514347
9948944469219532981,4353434594188543041
11400089333949047328,13060303782565629123
15753523928137590369,2287423200277784137
10367083636993667876,6862269600833352411
12654506837271452013,2140064728790505617
1070032364395252808,6420194186371516851
3210097093185758425,813838485404998937
9630291279557275276,2441515456214996811
10444129764962274213,7324546368644990433
12885645221177271024,3526895032225419683
1763447516112709841,10580685096676259049
5290342548338129524,13295311216319225531
15871027645014388573,2992445501538573361
10719594787624062488,8977336504615720083
13712040289162635849,8485265440137608633
4242632720068804316,7009052246703274283
12727898160206412949,2580412666400271233
1290206333200135616,7741237999200813699
3870618999600406849,4776969923892889481
11611856998801220548,14330909771678668443
16388826922694110029,6099241167616902097
12272992620663226856,18297723502850706291
18372233788280128953,17999682361133015641
18223213217421283628,17105558935979943691
17776151504844747653,14423188660520727841
16434966367115139728,6376077834143080291
12411410953926315953,681489428719689257
340744714359844628,2044468286159067771
1022234143079533885,6133404858477203313
3066702429238601656,18400214575431609939
9200107287715804969,18307155578875726585
9153577789437863292,18027978589208076523
9013989294604038261,17190447620205126337
8595223810102563168,14677854713196275779
7338927356598137889,7140075992169724105
3570037996084862052,2973483902799620699
10710113988254586157,8920451708398862097
13683597891054206856,8314611051487034675
4157305525743517337,6497089080751552409
12471916577230552012,1044523168545105611
522261584272552805,3133569505635316833
1566784752817658416,9400708516905950499
4700354258452975249,9755381477008299881
14101062775358925748,10819400357315348027
5409700178657674013,14011456998236492465
16229100535973022040,5140882847290374163
11793813460499962889,15422648541871122489
16934696307790337052,9374457478194264235
13910600775951907925,9676628360873241089
4838314180436620544,10583141008910171651
14514942541309861633,13302678953020963337
6651339476510481668,3014548711643786779
1507274355821893389,9043646134931360337
4521823067465680168,8684194331084529395
13565469202397040505,7605838919544036569
3802919459772018284,4370772684922558091
11408758379316054853,13112318054767674273
15779531064238612944,2443466016883919587
10445105045296735601,7330398050651758761
12888571062180655188,3544450078245724667
1772225039122862333,10633350234737174001
5316675117368587000,13453306630501970387
15950025352105761001,3466431744086807929
10956587908898179772,10399295232260423787
14423019652984987701,12751141623071719745
6375570811535859872,1359936721796056003
679968360898028001,4079810165388168009
2039905082694084004,12239430496164504027
6119715248082252013,18271547414783960465
18359145744246756040,17921154096932778163
18183949085321164889,16869974143379231257
17658359108544391436,13716434282718590539
16081589178214071077,4255814700736668385
11351279387223110000,12767444102210005155
15607094087959778385,1408844159210912233
9927794116460231924,4226532477632736699
11336638275671144157,12679597432898210097
15563170753303880856,1145304151275527059
9796024112492539337,3435912453826581177
10941328263768066396,10307737361479743531
14377240717594647573,12476468010729678977
6238234005364839488,535915884769933699
267957942384966849,1607747654309801097
803873827154900548,4823242962929403291
2411621481464701645,14469728888788209873
7234864444394104936,6515698518945526387
3257849259472763193,1100351483127027545
9773547778418289580,3301054449381082635
10873899261545317125,9903163348143247905
14174953710926399760,11262745970720192099
5631372985360096049,15341493838451024681
16894118956080288148,9130993367933970811
13788868720821761213,8946236030092360817
4473118015046180408,8391964016567530835
13419354045138541225,6729147975993040889
3364573987996520444,1740699854269571051
10093721963989561333,5222099562808713153
11834421818259132384,15666298688426139459
17056521381067845537,10105407917859315145
14276075995784433380,11869479679868393819
5934739839934196909,17161694965895629841
17804219519802590728,14591596750267786291
16519170411988668953,6881302103384255641
12664023088546903628,2197162236443215307
1098581118221607653,6591486709329645921
3295743354664822960,1327716054279386147
9887230063994468881,3983148162838158441
11214946118273855028,11949444488514475323
15198094281112013469,17401589391833874353
8700794695916937176,15311280028082519827
7655640014041259913,9040351936828456249
4520175968414228124,8674311736775817131
13560527905242684373,7576191136617899777
3788095568308949888,4281829336144147715
11364286704926849665,12845488008432443145
15646116041070997380,1642975877878226203
10044859975793888909,4928927633634678609
11687835853672115112,14786782900904035827
16616763487306793721,7466860555293004249
12956802314501277932,3953837592169461131
1976918796084730565,11861512776508383393
5930756388254191696,17137794255815598563
17792269164762575089,14519894620027692457
16483319346868622036,6666195712663974139
12556469893186762877,1551843064282370801
775921532141185400,4655529192847112403
2327764596423556201,13966587578541337209
6983293789270668604,5006274588204908395
2503137294102454197,15018823764614725185
7509411882307362592,8162983146425072323
4081491573212536161,6042205365565665353
12244474719637608484,18126616096696996059
18286680085203273837,17486360142671884945
17966552108190718280,15565592280596551603
17006168177153051609,9803288694370551577
14125016384040051596,10963122009402103115
5481561004701051557,14442621954496757729
16444683014103154672,6434377716071169955
12440560894890360785,856389074503958249
428194537251979124,2569167223511874747
1284583611755937373,7707501670535624241
3853750835267812120,4675760937897321107
11561252505803436361,14027282813691963321
16237013443700757468,5188360293656786731
11817552183683169173,15565080880970360193
17005912477339955904,9801754495491977347
14124249284600764481,10958519412766380425
5479259706383190212,14428814164589589659
16437779119149570637,6392954346349665745
12419849210029608680,732118965339445619
366059482669722809,2196356896018336857
1098178448009168428,6589070688055010571
3294535344027505285,1320467990455480097
9883606032082515856,3961403971366440291
11204074022537995953,11884211914099320873
15165477993904436244,17205891668588411003
8602945834294205501,14724186858346129777
7362093429173064888,7279072427619286099
3639536213809643049,3390473209148306681
10918608641428929148,10171419627444920043
14309081850577235829,12067514808625208513
6033757404312604256,17755800352166073923
18101272212937812769,16373912909079118537
17410328491394335076,12228250579818252379
15337497326763901997,18238007665745205521
9119003832872602760,17820534849816513331
8910267424908256665,16568116402030436761
8284058201015218380,12810861058672207051
6405430529336103525,1539095028597517921
769547514298758960,4617285085792553763
2308642542896276881,13851855257377661289
6925927628688830644,4662077624713880635
2331038812356940317,13986232874141641905
6993116437070820952,5065210475005822483
2532605237502911241,15195631425017467449
7597815712508733724,8693406127633299115
4346703063816649557,7633474309190345729
13040109191449948672,4453678853861485571
2226839426930742785,13361036561584456713
6680518280792228356,3189621537334266907
1594810768667133453,9568864612002800721
4784432306001400360,10259849762298850547
14353296918004201081,12332805213187000025
6166402606593500012,104927492141896843
52463746070948421,314782476425690529
157391238212845264,944347429277071587
472173714638535793,2833042287831214761
1416521143915607380,8499126863493644283
4249563431746822141,7050636516771381233
12748690295240466424,2705165476604592083
1352582738302296041,8115496429813776249
4057748214906888124,5899745215731777131
12173244644720664373,17699235647195331393
18072989860452441504,16204218794166890947
17325481433938221281,11719168235081569609
15082956154395560612,16710760631535157211
8355380315767578605,13238793747186368401
6619396873593184200,2822893094140001971
1411446547070000985,8468679282420005913
4234339641210002956,6959293773550466123
12703018923630008869,2431137246941846753
1215568623470923376,7293411740825540259
3646705870412770129,3433491148767069161
10940117611238310388,10300473446301207483
14373608760005379549,12454676265194070833
6227338132597035416,470540648163109267
235270324081554633,1411621944489327801
705810972244663900,4234865833467983403
2117432916733991701,12704597500403950209
6352298750201975104,1220304353792747395
610152176896373697,3660913061378242185
1830456530689121092,10982739184134726555
5491369592067363277,14501473478694628049
16474108776202089832,6610932288664780915
12528838181187166265,1386052792284791129
693026396142395564,4158158376854373387
2079079188427186693,12474475130563120161
6237237565281560080,529937244270257251
264968622135128625,1589811732810771753
794905866405385876,4769435198432315259
2384717599216157629,14308305595296945777
7154152797648472888,6031428638471734099
3015714319235867049,18094285915415202297
9047142957707601148,17389369598826503659
8694684799413251829,15274620649060407745
