Real, Imaginary 
17455322922244515132,12498217164919332715
15472480619314442165,601163347338894913
9523953710524223264,1803490042016684739
10125117057863118177,5410470126050054217
11928607099879802916,16231410378150162651
17339077225929857133,11800742987031384721
15123743530370468168,16955484887384602547
8477742443692301273,13972966514734704409
6986483257367352204,5025411396785009995
2512705698392504997,15076234190355029985
7538117095177514992,8335214423645986723
4167607211822993361,6558899197228408553
12502821635468980084,1229953517975674043
614976758987837021,3689860553927022129
1844930276963511064,11069581661781066387
5534790830890533193,14762000911633647545
16604372492671599580,7392514587481839403
12919629330595695509,3730799688735966593
1865399844367983296,11192399066207899779
5596199533103949889,15130453124914147721
16788598599311849668,8497871227323339931
13472307650516445773,7046869608260468177
3523434804130234088,2693864751071852915
10570304412390702265,8081594253215558745
13264169163462555180,5798038685937124619
2899019342968562309,17394116057811373857
8697058028905686928,15288860026015018339
7644430013007509169,8973091930625951785
4486545965312975892,8472531718168303739
13459637895938927677,6970851080795359601
3485425540397679800,2465809168676527187
10456276621193039401,7397427506029581561
12922085789869566588,3745538444379193067
1872769222189596533,11236615333137579201
5618307666568789600,15263101925703185987
16854922999706368801,8895817629690454729
13671280851700003172,8240708815361812571
4120354407680906285,6275382372375886097
12361063223042718856,379403043418106675
189701521709053337,1138209130254320025
569104565127160012,3414627390762960075
1707313695381480037,10243882172288880225
5121941086144440112,12284902443157089059
15365823258433320337,18407963255761715561
9203981627880857780,18330401619866043451
9165200809933021725,18097716712179027121
9048858356089513560,17399661989117978131
8699830994558989065,15305497819934831161
7652748909967415580,9023005312385390251
4511502656192695125,8622271863446619137
13534507968578085376,7420071516630305795
3710035758315152897,3813470476181365769
11130107274945458692,11440411428544097307
14943577751126824461,15874490211922740305
7937245105961370152,10729982488349117683
5364991244174558841,13743203391337801433
16094973732523676524,4336122026594301067
11391433050151926341,13008366079782903201
15727555076746227408,2131610091929606371
10289177082819578993,6394830275788819113
12420787174749185364,737746753656905723
368873376828452861,2213240260970717169
1106620130485358584,6639720782912151507
3319860391456075753,1472418275026902905
9959581174368227260,4417254825080708715
11431999449395130165,13251764475242126145
15849254274475838880,2861805278307275203
10654274676008413409,8585415834921825609
13516079954315688612,7309503431055925211
3654751715527962605,3481766219458224017
10964255146583887816,10445298658374672051
14446021366042111833,12889151901414464537
6444575950707232268,1773967556824290379
886983778412145189,5321902670472871137
2660951335236435568,15965708011418613411
7982854005709306705,11003635886836737001
5501817943418368500,14564163586800659387
16505453830255105501,6799002612982874929
12622873343346213272,1950263765239073171
975131882619536585,5850791295717219513
2925395647858609756,17552373887151658539
8776186943575829269,15763633514035872385
7881816757017936192,10397412394688513923
5198706197344256961,12745493110355990153
15596118592032770884,1342991183648867227
9894867628679209421,4028973550946601681
11237858812328076648,12086920652839805043
15266832363274678329,17814017884809863513
8907008942404931756,16548565507010487307
8274282753505243653,12752208373612358689
6376104186806179344,1363136973417972835
681568486708986417,4089410920253918505
2044705460126959252,12268232760761755515
6134116380380877757,18357954208575714929
18402349141142633272,18180374478308041555
18313559276008796585,17647635287505021433
18047189680607286524,16049417715095961067
17248080894402756341,11254764997868779969
14850754535789165792,15317550919896788291
7658775459948394145,9059164612271261641
4529582306135630820,8730749763104233307
13588746918406892461,7745505215603148305
3872752607801574152,4789771573099893299
11618257823404722457,14369314719299679897
16408029396504615756,6214456010479936459
12330600042094744037,196623957730257761
98311978865128880,589871873190773283
294935936595386641,1769615619572319849
884807809786159924,5308846858716959547
2654423429358479773,15926540576150878641
7963270288075439320,10886133581033532691
5443066790516766345,14211656669391046457
16329200371550299036,5741481860754036139
12094112967231793877,17224445582262108417
17835594827985830016,14779848599367222019
16613296336538386817,7446057650682562825
12946400862196057220,3891428878338136859
1945714439169068429,11674286635014410577
5837143317507205288,16576115831333680115
17511429952521615865,12834859346581937113
15640801710145744364,1611089892326708107
10028916983018129861,4833269676980124321
11640006875344837968,14499809030940372963
16473276552324962289,6605938945402015657
12526341509555783636,1371072762496495355
685536381248247677,4113218287489486065
2056609143744743032,12339654862468458195
6169827431234229097,125476439986271353
62738219993135676,376429319958814059
188214659979407029,1129287959876442177
564643979938221088,3387863879629326531
1693931939814663265,10163591638887979593
5081795819443989796,12044030842954387163
15245387458331969389,17685348455153609873
8842674227576804936,16162557218041726387
8081278609020863193,11594183506706075929
5797091753353037964,16335806446408676171
17391275260059113893,12113931191806925281
15280337632758238448,17895049501711224227
8947524750855612113,16791660357714569449
8395830178857284724,13481492925724605115
6740746462862302557,3550990629754712113
1775495314877356056,10652971889264136339
5326485944632068169,13512171594082857401
15979457833896204508,3643026634829468971
11044885354269510293,10929079904488406913
14687911989098979264,14340495639755669123
7170247819877834561,6127998771847904137
3063999385923952068,18383996315543712411
9191998157771856205,18258500799212034001
9129250399606017000,17882014250216998771
8941007125108499385,16752554603231893081
8376277301615946540,13364175662276576011
6682087831138288005,3199038839410624801
1599519419705312400,9597116518231874403
4798558259115937201,10344605480986071593
14395674777347811604,12587072369248663163
6293536184624331581,867728960326886257
433864480163443128,2603186880980658771
1301593440490329385,7809560642941976313
3904780321470988156,4981937855116377323
11714340964412964469,14945813565349131969
16696278819529341792,7943952548628292675
13195348311168922145,5385113572175326409
2692556786087663204,16155340716525979227
8077670358262989613,11572534002158834449
5786267001079417224,16270857932766951731
17358801003238251673,11919085650881751961
15182914862295651788,17310512878935704267
8655256439467852133,15038050489388009569
7519025244694004784,8220663320744925475
4110331660372462737,6215245888525224809
12330994981117388212,198993591866122811
99496795933061405,596980775598368433
298490387799184216,1790942326795105299
895471163397552649,5372826980385315897
2686413490192657948,16118480941155947691
8059240470577973845,11461954676048739841
5730977338024369920,15939119954436667907
17192932014073109761,10923871715890900489
14685307894800226052,14324871073963149851
7162435536981574925,6081125074470346321
3040562537235173160,18243375223411038963
9121687611705519481,17836637522814013657
8918318761407006828,16616424421022937739
8308212210511468869,12955785115649709985
6477892557824854992,1973867199530026723
986933599765013361,5921601598590080169
2960800799295040084,17764804795770240507
8882402397885120253,16400926239891618289
8200463119945809144,12309290572255751635
6154645286127875817,34383569348151673
17191784674075836,103150708044455019
51575354022227509,309452124133365057
154726062066682528,928356372400095171
464178186200047585,2785069117200285513
1392534558600142756,8355207351600856539
4177603675800428269,6618877981093018001
12532811027401284808,1409889869569502387
704944934784751193,4229669608708507161
2114834804354253580,12689008826125521483
6344504413062760741,1173538330957461217
586769165478730608,3520614992872383651
1760307496436191825,10561844978617150953
5280922489308575476,13238790862141901243
15842767467925726429,2822884439006600497
10634814256358076056,8468653317019801491
13457698695364676553,6959215877349852857
3479607938674926428,2430903558340006955
10438823816024779285,7292710675020020865
12869727374364786240,3431387951350510979
1715693975675255489,10294163854051532937
5147081927025766468,12435747488445047195
15441245781077299405,413754317916038353
9430249195812794984,1241262953748115059
9844003513728833337,3723788861244345177
11085266467476948396,11171366583733035531
14809055328721293573,15067355677489554977
7533677838744777488,8308578885049561699
4154289442524780849,6478992581439133481
12462868327574342548,990233670607848827
495116835303924413,2970701011823546481
1485350505911773240,8912103035470639443
4456051517735319721,8289565032702366713
13368154553205959164,6421951024397548523
3210975512198774261,819108999483093953
9632926536596322784,2457326998449281859
10452035536079416737,7371980995347845577
12909362534528698596,3669198912333985115
1834599456166992557,11007596737001955345
5503798368500977672,14576046137296314419
16511395105502933017,6834650264469840025
12640697169089695820,2057206719699968459
1028603359849984229,6171620159099905377
3085810079549952688,68116403590164515
9257430238649858065,204349210770493545
9325546642240022580,613047632311480635
9529895853010516125,1839142896934441905
10142943485321996760,5517428690803325715
11982086382256438665,16552286072409977145
17499515073059764380,12763370069810828203
15605057071760189909,1396622062013381377
9921683067861466496,4189866186040144131
11318305129874847873,12569598558120432393
15508171315914992004,815307526942193947
9631025800325872781,2445922580826581841
10446333327268066728,7337767742479745523
12892255908094648569,3566559153729684953
1783279576864842476,10699677461189054859
5349838730594527429,13652288309857612961
16049516191783582288,4063376782153735651
11255060427931643633,12190130346461206953
15318437210085379284,18123646965674069243
9061823482837034621,17477452749603104497
8738726374801552248,15538870101390210259
7769435050695105129,9723122156751527545
4861561078375763772,10722622396545031019
14584683235127291317,13721123115925541441
6860561557962770720,4269881200357521091
2134940600178760545,12809643601072563273
6404821800536281636,1535442655798586587
767721327899293293,4606327967395759761
2303163983697879880,13818983902187279283
6909491951093639641,4563463559142734617
2281731779571367308,13690390677428203851
6845195338714101925,4177683884865508321
2088841942432754160,12533051654596524963
6266525827298262481,705666816370471657
352833408185235828,2117000449111414971
1058500224555707485,6351001347334244913
3175500673667122456,606259968293183123
9526502021001367369,1818779904879549369
10132761989294550492,5456339714638648107
11951541894174099861,16369019143915944321
17407881608812747968,12213569284328729731
15330156679019140673,18193963779276637577
9096981889638318788,17688403190410809499
8844201595205404749,16171721423813325265
8085860711906662632,11621676124020872563
5810838062010436281,16418284298353066073
17432514186031308844,12361364747640094987
15404054410674823301,190606095501181729
9318675084605366672,571818286503545187
9509281180106548401,1715454859510635561
10081099466610093588,5146364578531906683
11796554326120729149,15439093735595720049
16942918904652635832,9423793059368056915
13935268566538804265,9824635104394619129
4912317552197309564,11027161239474305771
14736952656591928693,14634739644713365697
7317369822356682848,7010730786720993859
3505365393360496929,2585448286453429961
10516096180081490788,7756344859360289883
13101544466534920749,4822290504371318033
2411145252185659016,14466871513113954099
7233435756556977049,6507126391922759065
3253563195961379532,1074635102058725579
9760689587884138597,3223905306176176737
10835324689942864176,9671715918528530211
14059229996119040913,10568403681876039017
5284201840938019508,13258466971918565435
15852605522814058525,2881912768336593073
10664328421023072344,8645738305009779219
13546241189359665417,7490470841319786041
3745235420659893020,4024668450249806507
11235706261979679061,12074005350749419521
15260374712229485568,17775271978538706947
8887635989269353473,16432327788197017609
8216163894098508804,12403495217171949595
6201747608585974797,316997504096745553
158498752048372776,950992512290236659
475496256145118329,2852977536870709977
1426488768435354988,8558932610612129931
4279466305306064965,7230053758126838177
12838398915918194896,3243417200670962915
1621708600335481457,9730251602012888745
4865125801006444372,10744010732329114619
14595377403019333117,13785288123277792241
6892644061638896120,4462376222414273491
2231188111207136745,13387128667242820473
6693564333621410236,3267897854309358187
1633948927154679093,9803693562928074561
4901846781464037280,10964336615074672067
14705540344392111841,14446265771514464585
7223132885757232292,6445309167124290523
3222654583562145261,889183427663319953
9667963750686435784,2667550282989959859
10557147178349755737,8002650848969879577
13224697461339715596,5561208473200087115
2780604236600043557,16683625419600261345
8341812709800130672,13157388111381680803
6578694055690840401,2578676186725939177
1289338093362969588,7736028560177817531
3868014280088908765,4761341606823900977
11604042840266726296,14284024820471702931
16365384447090627273,5958586313996005561
12202665193852778588,17875758941988016683
18161251507848784149,16733788678544946817
17590266376127249216,13307877888215737219
15877310980962644417,3030145517228108425
10738444795468830020,9090436551684325275
13768590312696938445,8824565581343424209
4412282790671712104,8026952670320721011
13236848372015136313,5634113937252611417
2817056968626305708,16902341811757834251
8451170905878917125,13813537287854399521
6906768643927199760,4547123716144095331
2273561858072047665,13641371148432285993
6820685574216142996,4030625297877754747
2015312648938877373,12091875893633264241
6045937946816632120,17828883607190241107
18137813840449896361,16593162674151620089
17519953373930585852,12885999875035757035
15666371974372654325,1764511477688167873
10105627775698859744,5293534433064503619
11870139253387027617,15880603299193510857
17163673686451531236,10748321750161429339
14597532911935490477,13798221176774736401
6899110588387368200,4501175382905105971
2250587691452552985,13503526148715317913
6751763074357658956,3617090298726850507
1808545149363425253,10851270896180551521
5425635448090275760,14107068614832102947
16276906344270827281,5427717697077205609
11937230885393378612,16283153091231616827
17364948582470584221,11955971126275747249
15201357599992649432,17421169305117690131
8710584652558845065,15370019767933967161
7685009883966983580,9216571156382798251
4608285578191399125,9202969395438843137
13824856734574197376,9162164112606977795
4581082056303488897,9039748264111381769
13743246168910466692,8672500718624593691
4336250359312296845,7570758082164229457
13008751077936890536,4265530172783136755
2132765086391568377,12796590518349410265
6398295259174705132,1496283407629127563
748141703814563781,4488850222887382689
2244425111443691344,13466550668662148067
6733275334331074033,3506163858567340969
1753081929283670484,10518491575702022907
5259245787851011453,13108730653396517105
15777737363553034360,2432703812770448083
10439723943239999849,7298111438311344249
12872427756010447932,3447590241224481131
1723795120612240565,10342770723673443393
5171385361836721696,12581568097310778563
15514156085510165089,851216144513232457
9648980109111392036,2553648433539697371
10500196253624624493,7660945300619092113
13053844687164321864,4536091828147724723
2268045914073862361,13608275484443174169
6804137742221587084,3931338305910419275
1965669152955209637,11794014917731257825
5897007458865628912,16935300679484221859
17691022376596886737,13912413891033562345
16179578982371556980,4843753525681583803
11645248799695567709,14531260577044751409
16489002325377151512,6700293583715150995
12573518828712351305,1654136677435901369
827068338717950684,4962410032307704107
2481205016153852053,14887230096923112321
7443615048461556160,7768202143350233731
3884101071675116865,4857862356341149577
11652303215025350596,14573587069023448731
16510165571366500173,6827273059651242961
12637008566680397288,2035075105244177267
1017537552622088633,6105225315732531801
3052612657866265900,18315675947197595403
9157837973598797701,18053539694173682977
9026769847086841488,17267130935101945699
8633565467550972849,14907904657886733865
7453952328943366932,7830225826241098363
3915112913120549181,5043933405013743473
11745338739361647544,15131800215041230419
16789272144375391017,8501912497704588025
13474328285707069820,7058993419404212459
3529496709702106229,2730236184503085761
10588490129106318688,8190708553509257283
13318726313609404449,6125381586818220233
3062690793409110116,18376144760454660699
9188072380227330349,18234946133944878865
9117473066972439432,17811350254415533363
8905675127207766681,16540562615827496857
8270281307913748428,12728199700063387339
6364099850031693669,1291110952771058785
645555476385529392,3873332858313176355
1936666429156588177,11619998574939529065
5809999287469764532,16413251651109035579
17429997862409293597,12346266805908003505
15396505439808777560,145312270304907283
9296028172007229449,435936810914721849
9441340442312136732,1307810432744165547
9877277253226858581,3923431298232496641
11185087685971024128,11770293894697489923
15108518984203520769,16864137610382918153
8432068805191459076,13698924683729651227
6849462341864825613,4203285903769850449
2101642951884925224,12609857711309551347
6304928855654775673,936084986509550809
468042493254775404,2808254959528652427
1404127479764326213,8424764878585957281
4212382439292978640,6827550562048320227
12637147317878935921,2035907612435409065
1017953806217704532,6107722837306227195
3053861418653113597,18323168511918681585
9161584255959340792,18076017388336941523
9038008694168470761,17334564017591721337
8667282008795860668,15110203905356060779
7555101952678030389,8437123568649079105
4218561784324539552,6864626632237685699
12655685352973618657,2147135823003505481
1073567911501752740,6441407469010516443
3220703734505258221,877478333321997713
9662111203515774664,2632434999965993139
10539589536837772377,7897304999897979417
13172024536803765516,5245170925984386635
2622585462992193317,15735512777953159905
7867756388976579952,10313050186440376483
5156525093220188241,12492406485611577833
15469575279660564724,583731309415630267
9515237691562590941,1751193928246890801
10098969000978221208,5253581784740672403
11850162929225112009,15760745354222017209
17103744713965784412,10388747915246948395
14417745994478250005,12719499672031293569
6359749836015646784,1265010868674777475
632505434337388737,3795032606024332425
1897516303012166212,11385097818072997275
5692548909036498637,15708549380509440209
17077646727109495912,10232159994109217395
14339452033909384505,12249735908618100569
6124867954309050284,18302463652144750091
18374603862927150853,18013902809015147041
18230323441362349328,17148220279626337891
17797482176667944753,14551172691459910441
16498958382584731028,6760029926960628091
12603387000335089853,1833345707172332657
916672853586166328,5500037121516997971
2750018560758498985,16500111364550993913
8250055682275496956,12606845946233878507
6303422973116939253,927049691282532289
463524845641266144,2781149073847596867
1390574536923798433,8343447221542790601
4171723610771395300,6583597590918820187
12515170832314185901,1304048699046908945
652024349523454472,3912146097140726835
1956073048570363417,11736438291422180505
5868219145711090252,16762570800556989899
17604657437133270757,13394224254251866465
15920484163980709040,3289184615336496163
10867964344523023889,9867553846009488489
14157148959859520052,11155917464318913851
5577958732159456925,15021008319247189937
16733876196478370776,8169536810322466579
13308140442016009097,6061866357257848121
3030933178628924060,18185599071773544363
9092799535886772181,17663309067901529857
8831654533950764928,16096439056285486339
8048219528142743169,11395829021437355785
5697914510718677892,15740742990602515739
17093743532156033677,10328740824388443985
14387742449048997800,12539478399455780339
6269739199727890169,724947050948237785
362473525474118892,2174841152844713355
1087420576422356677,6524523458534140065
3262261729267070032,1126826301892868579
9786785187801210097,3380478905678605737
10913611489694078676,10141436717035817211
14294090395372684413,11977566077397900017
5988783038698950008,17485954158484148435
17966349116096850025,15564374328033342073
17005559200871446844,9799634836680922987
14123189455195237301,10952160436333217345
5476080218166608672,14409737235290100419
16428240654499826017,6335723558451198025
12391233816080374820,560426601644042459
280213300822021229,1681279804932127377
840639902466063688,5043839414796382131
2521919707398191065,15131518244389146393
7565759122194573196,8501066585748335947
4250533292874167973,7056455683535456225
12751599878622503920,2722622976896817059
1361311488448408529,8167868930690451177
4083934465345225588,6056862718361801915
12251803396035676765,18170588155085405745
18308666114397478680,17618276317837114003
18032510195773332809,15961340806092238777
17204042439900895196,10990534270857613099
14718639172283582357,14524858738863287681
7262429369431643840,6681088069170759811
3340544034585379905,1596520133802727817
10021632103756139716,4789560401408183451
11618152237558867533,14368681204224550353
16407712638967050984,6212555465254547827
12329649769482049721,190922322054091865
95461161027045932,572766966162275595
286383483081137797,1718300898486826785
859150449243413392,5154902695460480355
2577451347730240177,15464708086381441065
7732354043190720532,9500636111725219963
4750318055862609981,10055164261466108273
14250954167587829944,11718748710688773203
5859374355344386601,16709502058356767993
17578123066033159804,13235018027651200747
15840881050680376181,2811565935534499009
10629155004622025312,8434697806603497027
13440720940156524321,6857349346100939465
3428674673050469732,2125303964593266779
10286024019151409197,6375911893779800337
12411327983744675976,680991607629849395
340495803814924697,2042974822889548185
1021487411444774092,6128924468668644555
3064462234334322277,18386773406005933665
9193386703002966832,18266832070598697763
9133416035299348881,17907008064376990057
8953504032188495028,16827536045711866939
8413768022855933469,13589119989716497585
6794559994858248792,3873871821730389523
1936935910865194761,11621615465191168569
5810807732595584284,16418102321863954091
17432423197786752853,12360818818172759041
15403781445941155328,188968307099173891
9317856190404362753,566904921297521673
9506824497503536644,1700714763892565019
10073729418801058317,5102144291677695057
11774444182693623336,15306432875033085171
16876588474371318393,9025810477680152281
13736277275694851948,8630687359330905227
4315343679665452613,7445318004283164065
12946031038996357840,3889209939139940579
1944604969569970289,11667629817419821737
5833814908709910868,16556145378549913595
17501444726129732605,12774947988230637553
15610846030970094584,1431355817272809427
9939049945491180521,4294067451818428281
11370405762763989948,12882202355455284843
15664473214582418229,1753118918946751297
10099931496328151456,5259356756840253891
11853050415274902753,15778070270520761673
17112407172115156644,10440722664143181787
14443733368926366701,12875423918719993745
6437711959359996872,1732783608740878003
866391804370439001,5198350826222634009
2599175413111317004,15595052478667902027
7797526239333951013,9891669288584602849
4945834644292301424,11228263792044256931
14837503932876904273,15238047302423219177
7619023651211609588,8820653759850554299
4410326879925277149,8015217205842111281
13230980639775831448,5598907543816782227
2799453771908391113,16796722631450346681
8398361315725173340,13496679746931936811
6748339873465968405,3596551093376707201
1798275546688353600,10789653280130121603
5394826640065060801,13922215766680813193
16184479920195182404,4873159152623336347
11659951613166443981,14619477457870009041
16533110765789780328,6964944226190923891
12705844149950237753,2448088604863220057
1224044302431610028,7344265814589660171
3672132907294830085,3586053370059428897
11016398721884490256,10758160110178286691
14602452091943919153,13827736256825308457
6913868128412654228,4589720623056822139
2294860311528411069,13769161869170466417
6884580934585233208,4413997460092296019
2206998730046148009,13241992380276888057
6620996190138444028,2832488993411560939
1416244496705780469,8497466980234682817
4248733490117341408,7045656866994496835
12746200470352024225,2690226527273938889
1345113263636969444,8070679581821816667
4035339790910908333,5765294671755898385
12106019372732725000,17295884015267695155
17871314044488623385,14994163898383982233
16720453986046766924,8089003547732843467
13267873810721197541,5820266569488978785
2910133284744489392,17460799708466936355
8730399854233468177,15488910977981705833
7744455488990852916,9573244786526014267
4786622393263007133,10272990285868491185
14359867179789021400,12372226783895921939
6186113391947960969,223192204268662585
111596102134331292,669576612805987755
334788306402993877,2008729838417963265
1004364919208981632,6026189515253889795
3013094757626944897,18078568545761669385
9039284272880834692,17342217489865904923
8671108744932952461,15133164322178611537
7566582161089305768,8506004819116731379
4253002409558365689,7071270383640642521
12759007228675097068,2767067077212375947
1383533538606187973,8301201231637127841
4150600615818563920,6456859621201831907
12451801847455691761,923834789895944105
461917394947972052,2771504369687832315
1385752184843916157,8314513109063496945
4157256554531748472,6496795253480939219
12471769663595245417,1043641686733266041
521820843366633020,3130925060199798123
1565462530099899061,9392775180599394369
4696387590299697184,9731581468088631491
14089162770899091553,10748000330556342857
5374000165278171428,13797256917959476955
16122000495834514285,4498282606459327633
11472513340084439624,13494847819377982899
15970795946543767257,3591055310714845465
11018899692212198540,10773165932144536395
14609955002927044005,13872753722724057569
6936376861362028784,4724773020753069475
2362386510376534737,14174319062259208425
7087159531129604212,5629469039358522043
2814734519679261021,16888407118075566129
8444203559037783064,13771733206807595155
6885866603403797577,4421711473003682233
2210855736501841116,13265134419011046699
6632567209505523349,2901915109614036865
1450957554807018432,8705745328842110595
4352872664421055297,7670491912816780169
13058617993263165892,4564731664740788891
2282365832370394445,13694194994222366673
6847097497111183336,4189096835247996787
2094548417623998393,12567290505743990361
6283645252871995180,808383369812867851
404191684906433925,2425150109438603553
1212575054719301776,7275450328315810659
3637725164157905329,3379606911237880361
10913175492473715988,10138820733713641083
14292782403711596349,11969718127431371633
5984859063715685816,17462410308584563283
17954577191147057449,15493742778334586617
16970243426022069116,9587740187584656619
14017242130647104117,10316476489044418241
5158238244522209120,12502685393423703107
15474714733566627361,614568032852006089
9530656053280778852,1843704098556018267
10145224086132784941,5531112295668054801
11988928184688803208,16593336887004164403
17520040480356858009,12886522513593389977
15666633293651470796,1766079393361066699
10106411733535309157,5298238180083200097
11872491126896375856,15894714540249600291
17170729306979575953,10790655473329697641
14618699773519624628,13925222346279541307
6962611173139770653,4882178891419520689
2441089445709760344,14646536674258562067
7323268337129281033,7046121875356582969
3523060937678291484,2691621552360197291
10569182813034874453,8074864657080591873
13260804365395071744,5777849897532224003
2888924948766112001,17333549692596672009
8666774846298336004,15107160930370912795
7553580465185456397,8427994643693635153
4213997321846817576,6837239857371353843
12641991965540452729,2064975498404509913
1032487749202254956,6194926495213529739
3097463247606764869,138035411931037601
9292389742820294608,414106235793112803
9430425154751332209,1242318707379338409
9844531390544445012,3726956122138015227
11086850097923783421,11180868366414045681
14813806220061798648,15095861025532585427
7547930512766292713,8394094929178653049
4197047464589326524,6735540713826407531
12591142393767979573,1759878067769670977
879939033884835488,5279634203309012931
2639817101654506465,15838902609927038793
7919451304963519396,10623219682362013147
5311609841181006573,13422914973376487825
15934829523543019720,3375256772710360243
10911000423209955929,10125770318131080729
14286257195920316172,11930566880683690571
5965283440341845285,17344956568341520097
17895850321025535856,15141381557605457059
16794062815657504337,8530656525397267945
13488700299553409780,7145225502482252219
3572612751241126109,2988932433737205041
10717838253723378328,8966797301211615123
13706770687460583369,8453647829925293753
4226823914962646876,6914199416066329643
12680471744887940629,2295854174489437313
1147927087244718656,6887562523468311939
3443781261734155969,2215943496695384201
10331343785202467908,6647830490086152603
12547287281897852109,1496747396548906193
748373698274453096,4490242189646718579
2245121094823359289,13470726568940155737
6735363284470077868,3518691559401363979
1759345779700681989,10556074678204091937
5278037339102045968,13221479960902724195
15834112017306137905,2770951735289069353
10608847904499310484,8312855205867208059
13379799639788379837,6491821543892072561
3245910771946036280,1028720557966666067
9737732315838108841,3086161673899998201
10766452873804774908,9258485021699994603
13852614547704773109,9328710991390432193
4664355495695216096,9539388900461744963
13993066487085648289,10171422627675683273
5085711313837841636,12067523809317498203
15257133941513524909,17755827354242942993
8877913677121471496,16373993915309725747
8186996957654862873,12228493598510074009
6114246799255037004,18238736721820670411
18342740397765111013,17822722018042908001
18134733045876229808,16574677906709620771
17510710990209586193,12830545572709759081
15638644823209655348,1598148570710174011
10022446322209862813,4794445712130522033
11620594892920036824,14383337136391566099
16415040605050558857,6256523261755595065
12351633667732573340,322825711557233579
161412855778616789,968477134671700737
484238567335850368,2905431404015102211
1452715702007551105,8716294212045306633
4358147106022653316,7702138562426368283
13074441318067959949,4659671613569553233
2329835806784776616,13979014840708659699
6989507420354329849,5043556374706875865
2521778187353437932,15130669124120627595
7565334562060313797,8498519224942779553
4249259612471389776,7048813601118787043
12747778837414169329,2699696729646809513
1349848364823404756,8099090188940428539
4049545094470214269,5850526493111734001
12148635283410642808,17551579479335202003
17999161776522376809,15761250290586502777
17103997182148027196,10390262724340405099
14418503399024978357,12724044099311663681
6362022049655831840,1278644150515887811
639322075257943905,3835932451547663433
1917966225773831716,11507797354642990299
5753898677321495149,16076647990219419281
17261696031964485448,11336455823239154611
14891599948474353113,15562623396007912217
7781311698003956108,9794382040604633419
4897191020302316709,10936402048104348641
14691573060906950128,14362462070603494307
7181231035301747153,6193898064391379689
3096949032195689844,134950119464587451
9290847096587069533,404850358393762353
9425797216051656984,1214551075181287059
9830647574445419337,3643653225543861177
11045198649626706396,10930959676631583531
14688851875170567573,14346134956185198977
7173067478092599488,6144916721136493699
3072458360568246849,18434750163409481097
9217375081704740548,18410762342809340059
9205381171404670029,18338798881008916945
9169399440504458472,18122908495607647603
9061454247803823801,17475237339403839577
8737618669701919788,15532223870792415499
7766111935396207749,9703183464958143265
4851591732479071632,10662806321164878179
14554775197437214897,13541674889785082921
6770837444892541460,3731536521936145531
1865768260968072765,11194609565808436593
5597304782904218296,15137084623715758163
16791914348712654889,8517765723728171257
13482254898718861436,7106553097474962155
3553276548737481077,2872915218715334849
10659829646212443232,8618745656146004547
13532744864927778081,7409492894728462025
3704746447364231012,3781734610475834459
11114239342092693037,11345203831427503377
14895973952568527496,15588867420572958515
7794433710286479257,9873114114299772313
4936557057149886156,11172598269189765323
14809671171449658469,15071050733859744353
7535525366929872176,8319664054160129827
4159832027080064913,6512248088770837865
12479496081240194740,1090000192602961979
545000096301480989,3270000577808885937
1635000288904442968,9810001733426657811
4905000866713328905,10983261126570421817
14715002600139986716,14503039306001713835
7251519653000856917,6615629770586038273
3307814885293019136,1400145238048563203
9923444655879057409,4200435714145689609
11323589893927620612,12601307142437068827
15524025608073310221,910433279892103249
9678588676800827432,2731299839676309747
10589021956692930681,8193899519028929241
13320321796369240428,6134954483377236107
3067477241688618053,18404863450131708321
9202431725065854160,18321102202976021731
9160551101488010865,18069818461508961961
9034909230754480980,17315967237107782651
8657983618553891325,15054413563904244721
7527206781952122360,8269752544293630931
4134876272146815465,6362513559171341177
12404628816440446396,640796603804471915
320398301902235957,1922389811413415745
961194905706707872,5767169434240247235
2883584717120123617,17301508302720741705
8650754151360370852,15011036760743121883
7505518380371560941,8139622134810262417
4069811067405131208,5972122330721235635
12209433202215393625,17916366992163706905
18181555532936629260,16855612829072017483
17651178451390784549,13673350339796949217
16060047206753250416,4126562871971744419
11286653472840648017,12379688615915233257
15413216344812392436,245577700326596539
9346160887018074077,736733100979789617
9591738587344670616,2210199302939368851
10328471688324460233,6630597908818106553
12538670991263829084,1445049652744768043
722524826372384021,4335148958234304129
2167574479117152064,13005446874702912387
6502723437351456193,2122852476689633929
1061426238344816964,6368557430068901787
3184278715034450893,658928216497153745
9552836145103352680,1976784649491461235
10211764361600506425,5930353948474383705
12188549011091967660,17791061845423151115
18118902959566351365,16479697388850350113
17463220731279950864,12545604019131947107
15496174046420749361,743323909976738089
9595033991843144852,2229971729930214267
10338357901819882941,6689915189790642801
12568329631750097208,1623001495662376787
811500747831188393,4869004486987130361
2434502243493565180,14607013460961391083
7303506730480695541,6927552235465070017
3463776117732535008,2335912632685658435
10391328353197605025,7007737898056975305
12727240985883263460,2576469620461374299
1288234810230687149,7729408861384122897
3864704430692061448,4741482510442817075
11594113292076184345,14224447531328451225
16335595802519001420,5779854446566250443
12113299260137901029,17339563339698751329
17893153706704151472,15125201871677150755
16785972972693351185,8482117467612349033
13464430770660950324,6999608329127495483
3499804164563747741,2552080913672934833
10499412493691243224,7656242741018804499
13051493407364178057,4521984149346861881
2260992074673430940,13565952448040585643
